Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Sudan,SDN,112.33023,116.81023,120.82023,123.59023,127.39023,131.33023,135.39023,140.35023,144.65023,149.32023,154.39023,160.22023,167.66023,175.97023,186.47023,196.53023,207.53023,220.47023,234.13023,248.38023,262.98023,277.32023,291.95023,307.41023,322.76023,338.20023,354.19023
Suriname,SUR,50.94213,52.99213,55.06213,57.10213,59.14213,61.20213,63.28213,65.39213,67.50213,69.63213,71.82213,74.19213,75.75213,77.29213,78.85213,80.44213,82.18213,83.94213,85.88213,87.88213,90.28213,92.25213,94.51213,96.43213,98.42213,100.49213,102.59213
Swaziland,SWZ,9.49303,9.82303,10.08303,10.21303,10.69303,11.14303,11.48303,12.68303,13.89303,15.13303,16.32303,17.46303,18.58303,19.62303,20.65303,21.67303,22.68303,23.74303,24.84303,25.88303,26.92303,27.97303,29.18303,30.27303,31.47303,32.66303,33.83303
Sweden,SWE,3430.47548,3488.22548,3545.70548,3603.12548,3662.98548,3722.27548,3785.49548,3843.63548,3902.35548,3958.20548,4012.93548,4068.62548,4125.26548,4182.48548,4238.91548,4292.86548,4346.65548,4399.56548,4450.38548,4497.62548,4550.64548,4599.74548,4646.26548,4691.14548,4734.39548,4777.74548,4823.11548
Switzerland,CHE,1748.765,1794.965,1840.985,1884.585,1927.255,1970.675,2014.825,2057.865,2102.475,2146.905,2190.515,2235.585,2279.035,2323.695,2368.935,2414.735,2460.115,2503.505,2548.215,2591.755,2636.805,2677.795,2720.055,2763.255,2802.525,2841.275,2878.985
Syria,SYR,513.77374,556.27374,599.15374,644.78374,691.39374,733.02374,775.79374,816.72374,866.95374,919.28374,970.28374,1019.02374,1058.05374,1112.28374,1163.34374,1213.93374,1267.47374,1333.88374,1401.51374,1463.79374,1525.35374,1582.21374,1626.90374,1663.31374,1693.99374,1725.16374,1756.79374
Taiwan,TWN,1929.80375,2064.58375,2209.91375,2366.96375,2530.89375,2705.09375,2887.45375,3083.78375,3283.49375,3490.45375,3709.31375,3937.28375,4174.93375,4421.29375,4681.69375,4940.87375,5207.76375,5485.45375,5746.83375,5995.14375,6264.92375,6533.88375,6791.80375,7052.02375,7315.88375,7577.66375,7843.95375
Tajikistan,TJK,194.84,202.75,210.06,215.23,217.59,220.04,222.86,225.01,227.51,230.03,232.27,234.56,236.44,238.51,241.07,243.51,246.17,249.4,252.3,254.75,257.29,259.64,262.57,266.05,271.23,276.58,282.04
Tanzania,TZA,65.45763,67.85763,70.17763,72.76763,75.16763,78.71763,82.17763,85.05763,87.60763,90.14763,92.79763,95.92763,99.51763,103.31763,107.67763,113.17763,119.19763,125.08763,131.22763,137.13763,144.23763,152.32763,161.86763,173.03763,184.58763,196.49763,208.56763
Thailand,THA,966.7002,1066.4002,1176.0902,1300.9402,1439.9902,1601.0102,1781.1202,1966.8802,2131.0902,2307.0702,2488.1902,2682.6302,2890.7802,3115.1702,3358.1602,3605.4302,3857.2702,4109.5102,4361.7502,4629.1302,4910.8302,5188.9202,5485.2802,5785.1202,6101.0702,6423.9402,6751.2702
Timor,TLS,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.32,0.5,0.68,0.86,1.04,1.24,1.47,1.7,1.95,2.24,2.68,3.15,3.65,4.18
Togo,TGO,14.08397,14.92397,15.76397,16.62397,17.45397,18.40397,19.46397,20.45397,21.62397,23.16397,24.52397,25.68397,26.91397,28.37397,29.77397,31.11397,32.33397,33.74397,35.42397,38.20397,40.84397,43.30397,45.78397,48.44397,51.06397,53.71397,56.42397
Tonga,TON,1.06606,1.16606,1.23606,1.31606,1.40606,1.50606,1.58606,1.68606,1.77606,1.88606,1.98606,2.07606,2.17606,2.29606,2.40606,2.51606,2.64606,2.75606,2.87606,3.00606,3.12606,3.22606,3.33606,3.44606,3.56606,3.69606,3.83606
Trinidad and Tobago,TTO,568.86493,585.86493,605.00493,622.96493,640.39493,657.40493,677.97493,696.35493,715.46493,737.99493,761.81493,788.14493,816.74493,848.70493,882.10493,920.22493,962.86493,1008.30493,1052.65493,1097.51493,1145.41493,1192.31493,1237.69493,1284.19493,1330.43493,1376.19493,1417.22493
Tunisia,TUN,225.54714,241.02714,256.03714,272.52714,288.45714,304.17714,320.91714,337.84714,355.83714,374.15714,394.06714,414.86714,435.70714,456.93714,479.21714,501.85714,524.82714,548.91714,573.72714,598.49714,626.13714,652.13714,679.11714,706.75714,735.56714,766.75714,797.82714
Turkey,TUR,2414.368,2568.588,2728.658,2897.118,3062.328,3243.748,3441.208,3651.078,3861.118,4068.088,4295.808,4507.468,4727.378,4962.648,5206.908,5470.848,5755.668,6071.728,6385.078,6705.538,7027.598,7375.598,7731.088,8078.838,8438.058,8821.488,9225.378
Turkmenistan,TKM,879.66,915.38,948.38,976.67,1010.18,1044.15,1074.8,1105.4,1137.47,1175.12,1212.63,1250.67,1290.6,1335.17,1381.67,1429.97,1479.44,1535.44,1592.22,1642.52,1699.76,1762.18,1827,1893.68,1962.05,2037.95,2114.24
Turks and Caicos Islands,TCA,0.03,0.06,0.09,0.13,0.17,0.22,0.27,0.32,0.38,0.45,0.52,0.59,0.69,0.79,0.89,1.01,1.15,1.31,1.49,1.67,1.86,2.05,2.25,2.45,2.66,2.87,3.09
Tuvalu,TUV,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27
Uganda,UGA,27.18941,27.96941,28.75941,29.53941,30.24941,31.18941,32.24941,33.35941,34.61941,35.92941,37.35941,38.86941,40.42941,42.02941,43.76941,45.93941,48.47941,51.36941,54.55941,57.93941,61.85941,66.11941,70.18941,75.05941,80.27941,85.50941,90.84941
Ukraine,UKR,16802.21,17434.91,18024.14,18534.52,18953.99,19344.06,19695.49,20035.72,20356.77,20649.06,20928.57,21229.84,21524.01,21829.16,22135.4,22448.92,22781.67,23118.26,23443.99,23721.14,24014.62,24321.59,24625.22,24921.1,25177.28,25400.36,25641.79
United Arab Emirates,ARE,827.02,883.98,942.07,1008,1081.07,1151.65,1192.68,1234.29,1315.72,1394.03,1506.5,1607.83,1692.46,1799.21,1912.36,2028.41,2152.18,2287.7,2444.93,2612.75,2773.43,2938.74,3114.98,3285.55,3496.75,3725.86,3964.96
United Kingdom,GBR,62753.01638,63356.52638,63944.71638,64518.30638,65086.94638,65646.72638,66228.42638,66784.90638,67345.38638,67898.56638,68459.14638,69029.09638,69582.94638,70148.09638,70714.83638,71278.47638,71840.36638,72393.90638,72933.74638,73422.60638,73930.07638,74394.83638,74879.06638,75352.76638,75786.13638,76201.85638,76591.25638
United States,USA,246945.1498,252018.6398,257197.2198,262489.8298,267875.7498,273326.0598,278962.3598,284675.7198,290429.5498,296263.7698,302265.1298,308167.8298,314111.7798,320102.5098,326207.9398,332339.7698,338391.2698,344521.8898,350454.8698,355950.5598,361650.4898,367220.0098,372582.0998,378096.1198,383661.6098,389073.0198,394384.7098
Uruguay,URY,191.10545,195.65545,200.82545,205.28545,209.34545,213.93545,219.37545,224.92545,230.60545,237.32545,242.62545,247.71545,252.33545,256.92545,262.53545,268.30545,274.94545,280.94545,289.20545,297.25545,303.63545,311.39545,320.08545,327.66545,334.40545,341.41545,348.52545
Uzbekistan,UZB,2977.82,3098.73,3210.45,3326.59,3435.17,3538.52,3644.6,3751.75,3870.8,3993.73,4115.46,4238.81,4367.05,4494.09,4620.2,4737.35,4857.54,4977.64,5101.44,5208.48,5312.56,5426.15,5541.87,5645.14,5750.27,5857.59,5966.46
Vanuatu,VUT,1.66,1.73,1.79,1.85,1.91,1.98,2.06,2.14,2.22,2.3,2.38,2.47,2.55,2.63,2.69,2.75,2.8,2.9,3,3.12,3.24,3.37,3.48,3.59,3.74,3.9,4.07
Venezuela,VEN,3232.99217,3348.34217,3454.23217,3578.52217,3708.38217,3841.62217,3964.32217,4098.20217,4265.40217,4438.38217,4590.68217,4763.13217,4956.29217,5148.24217,5299.85217,5464.81217,5634.19217,5794.85217,5973.82217,6153.46217,6342.38217,6519.06217,6717.66217,6901.43217,7086.50217,7267.00217,7443.82217
Vietnam,VNM,726.09387,747.52387,768.98387,791.97387,818.18387,847.25387,881.89387,926.95387,974.42387,1022.07387,1075.67387,1136.76387,1207.51387,1286.21387,1376.69387,1474.75387,1577.41387,1682.20387,1800.10387,1928.63387,2071.25387,2223.30387,2365.40387,2512.51387,2679.28387,2864.79387,3051.39387
Yemen,YEM,152.81,162.01,171.95,180.65,189.71,200.17,210.8,224.15,236.34,250.22,264.85,281.04,296.79,314.08,332.95,352.98,374.28,395.23,417.55,442.09,465.5,485.15,503.8,529.28,551.96,574.29,596.88
Zambia,ZMB,116.33,118.74,121.19,123.69,126.11,128.28,130.15,132.54,134.85,136.66,138.48,140.39,142.37,144.48,146.62,148.91,151.2,153.13,155.3,157.81,160.5,163.43,167.09,171.04,175.54,180.04,184.61
Zanzibar,OWID_ZAN,0.24222,0.24222,0.24222,0.24222,0.24222,0.24222,0.24222,0.24222,0.24222,0.24222,0.24222,0.24222,0.24222,0.24222,0.24222,0.24222,0.24222,0.24222,0.24222,0.24222,0.24222,0.24222,0.24222,0.24222,0.24222,0.24222,0.24222
Zimbabwe,ZWE,380.04648,395.98648,412.98648,429.33648,447.11648,462.23648,477.21648,491.61648,505.85648,521.67648,535.58648,548.17648,560.13648,570.78648,580.26648,591.02648,601.46648,611.34648,619.10648,624.70648,632.47648,642.03648,649.82648,661.49648,673.50648,685.23648,696.37648
